2007/12/21,2007/12/31,7.7,8,1,15.1,8,1,2.0,8,1
2008/1/1,2008/1/10,6.0,8,1,14.4,8,1,-0.8,8,1
2008/1/11,2008/1/20,5.1,8,1,12.7,8,1,-0.3,8,1
2008/1/21,2008/1/31,4.2,8,1,11.7,8,1,-1.9,8,1
2008/2/1,2008/2/10,3.9,8,1,10.0,8,1,-1.0,8,1
2008/2/11,2008/2/20,3.6,8,1,12.1,8,1,-2.1,8,1
2008/2/21,2008/2/29,4.6,8,1,15.3,8,1,-2.4,8,1
2008/3/1,2008/3/10,7.2,8,1,15.9,8,1,-0.2,8,1
2008/3/11,2008/3/20,12.0,8,1,20.1,8,1,3.6,8,1
2008/3/21,2008/3/31,11.8,8,1,21.6,8,1,5.2,8,1
2008/4/1,2008/4/10,12.9,8,1,22.4,8,1,4.5,8,1
2008/4/11,2008/4/20,15.6,8,1,23.8,8,1,9.0,8,1
2008/4/21,2008/4/30,17.4,8,1,27.9,8,1,9.4,8,1
2008/5/1,2008/5/10,19.8,8,1,30.5,8,1,10.6,8,1
2008/5/11,2008/5/20,18.2,8,1,26.9,8,1,10.9,8,1
2008/5/21,2008/5/31,20.7,8,1,29.7,8,1,12.2,8,1
2008/6/1,2008/6/10,20.7,8,1,28.7,8,1,14.9,8,1
2008/6/11,2008/6/20,23.4,8,1,31.0,8,1,17.0,8,1
2008/6/21,2008/6/30,23.2,8,1,29.3,8,1,19.1,8,1
2008/7/1,2008/7/10,25.9,8,1,33.9,8,1,20.1,8,1
2008/7/11,2008/7/20,29.2,8,1,36.2,8,1,23.3,8,1
2008/7/21,2008/7/31,29.4,8,1,37.7,8,1,23.3,8,1
2008/8/1,2008/8/10,30.0,8,1,37.9,8,1,23.6,8,1
2008/8/11,2008/8/20,29.5,8,1,37.4,8,1,23.8,8,1
2008/8/21,2008/8/31,25.0,8,1,33.4,8,1,20.7,8,1
2008/9/1,2008/9/10,26.8,8,1,33.8,8,1,21.5,8,1
2008/9/11,2008/9/20,25.3,8,1,33.1,8,1,19.4,8,1
2008/9/21,2008/9/30,20.9,8,1,29.4,8,1,14.2,8,1
2008/10/1,2008/10/10,20.7,8,1,28.1,8,1,14.6,8,1
2008/10/11,2008/10/20,19.4,8,1,26.7,8,1,13.0,8,1
2008/10/21,2008/10/31,17.3,8,1,24.9,8,1,9.4,8,1
2008/11/1,2008/11/10,14.7,8,1,23.0,8,1,8.7,8,1
2008/11/11,2008/11/20,12.2,8,1,21.7,8,1,3.0,8,1
2008/11/21,2008/11/30,9.5,8,1,16.3,8,1,2.0,8,1
2008/12/1,2008/12/10,9.0,8,1,18.2,8,1,0.3,8,1
2008/12/11,2008/12/20,9.0,8,1,16.0,8,1,1.5,8,1
2008/12/21,2008/12/31,6.1,8,1,13.6,8,1,-1.0,8,1
2009/1/1,2009/1/10,5.6,8,1,12.8,8,1,-1.1,8,1
2009/1/11,2009/1/20,3.6,8,1,11.5,8,1,-2.0,8,1
2009/1/21,2009/1/31,6.5,8,1,15.4,8,1,-1.6,8,1
2009/2/1,2009/2/10,6.9,8,1,14.6,8,1,0.2,8,1
2009/2/11,2009/2/20,7.2,8,1,19.1,8,1,-0.6,8,1
2009/2/21,2009/2/28,8.0,8,1,15.5,8,1,-0.6,8,1
2009/3/1,2009/3/10,8.8,8,1,17.1,8,1,2.6,8,1
2009/3/11,2009/3/20,10.5,8,1,23.0,8,1,1.7,8,1
2009/3/21,2009/3/31,9.1,8,1,19.2,8,1,3.0,8,1
2009/4/1,2009/4/10,13.4,8,1,25.5,8,1,4.1,8,1
2009/4/11,2009/4/20,17.7,8,1,27.9,8,1,10.5,8,1
2009/4/21,2009/4/30,15.1,8,1,24.0,8,1,6.0,8,1
2009/5/1,2009/5/10,18.6,8,1,30.6,8,1,12.0,8,1
2009/5/11,2009/5/20,20.0,8,1,31.6,8,1,10.9,8,1
2009/5/21,2009/5/31,20.9,8,1,28.8,8,1,15.0,8,1
2009/6/1,2009/6/10,21.5,8,1,28.8,8,1,14.9,8,1
2009/6/11,2009/6/20,23.2,8,1,30.4,8,1,15.3,8,1
2009/6/21,2009/6/30,25.3,8,1,32.4,8,1,20.4,8,1
2009/7/1,2009/7/10,25.2,8,1,31.6,8,1,20.4,8,1
2009/7/11,2009/7/20,27.8,8,1,35.0,8,1,22.8,8,1
2009/7/21,2009/7/31,26.3,8,1,32.6,8,1,23.4,8,1
2009/8/1,2009/8/10,27.3,8,1,34.3,8,1,22.4,8,1
2009/8/11,2009/8/20,28.2,8,1,35.2,8,1,24.1,8,1
2009/8/21,2009/8/31,26.6,8,1,34.0,8,1,20.6,8,1
2009/9/1,2009/9/10,26.1,8,1,34.6,8,1,18.0,8,1
2009/9/11,2009/9/20,22.5,8,1,30.5,8,1,16.5,8,1
2009/9/21,2009/9/30,23.6,8,1,31.5,8,1,18.9,8,1
2009/10/1,2009/10/10,19.6,8,1,28.6,8,1,12.5,8,1
2009/10/11,2009/10/20,18.0,8,1,24.7,8,1,12.0,8,1
2009/10/21,2009/10/31,17.8,8,1,25.6,8,1,10.9,8,1
2009/11/1,2009/11/10,14.6,8,1,25.5,8,1,4.2,8,1
2009/11/11,2009/11/20,12.7,8,1,20.8,8,1,6.3,8,1
2009/11/21,2009/11/30,11.4,8,1,19.7,8,1,5.8,8,1
2009/12/1,2009/12/10,9.9,8,1,17.6,8,1,1.8,8,1
2009/12/11,2009/12/20,7.2,8,1,18.4,8,1,-0.5,8,1
2009/12/21,2009/12/31,5.8,8,1,14.0,8,1,-0.7,8,1
2010/1/1,2010/1/10,3.9,8,1,10.2,8,1,-1.3,8,1
2010/1/11,2010/1/20,4.2,8,1,15.2,8,1,-2.2,8,1
2010/1/21,2010/1/31,5.7,8,1,12.0,8,1,-1.2,8,1
2010/2/1,2010/2/10,4.7,8,1,14.7,8,1,-1.2,8,1
2010/2/11,2010/2/20,5.4,8,1,11.1,8,1,0.0,8,1
2010/2/21,2010/2/28,11.7,8,1,19.9,8,1,0.5,8,1
2010/3/1,2010/3/10,9.5,8,1,20.5,8,1,3.8,8,1
2010/3/11,2010/3/20,9.8,8,1,20.2,8,1,1.6,8,1
2010/3/21,2010/3/31,8.1,8,1,17.5,8,1,0.4,8,1
2010/4/1,2010/4/10,12.8,8,1,23.5,8,1,3.8,8,1
2010/4/11,2010/4/20,13.1,8,1,22.8,8,1,4.4,8,1
2010/4/21,2010/4/30,14.0,8,1,23.6,8,1,5.2,8,1
2010/5/1,2010/5/10,19.1,8,1,29.2,8,1,8.4,8,1
2010/5/11,2010/5/20,17.5,8,1,27.3,8,1,9.7,8,1
2010/5/21,2010/5/31,19.3,8,1,31.5,8,1,11.5,8,1
2010/6/1,2010/6/10,22.1,8,1,31.4,8,1,15.8,8,1
2010/6/11,2010/6/20,23.8,8,1,32.7,8,1,17.6,8,1
2010/6/21,2010/6/30,25.9,8,1,34.3,8,1,17.9,8,1
2010/7/1,2010/7/10,26.2,8,1,33.5,8,1,20.2,8,1
2010/7/11,2010/7/20,26.9,8,1,35.1,8,1,23.5,8,1
2010/7/21,2010/7/31,30.1,8,1,38.0,8,1,23.8,8,1
2010/8/1,2010/8/10,28.9,8,1,36.0,8,1,24.6,8,1
2010/8/11,2010/8/20,29.2,8,1,37.3,8,1,23.3,8,1
2010/8/21,2010/8/31,29.9,8,1,37.0,8,1,24.9,8,1
2010/9/1,2010/9/10,29.6,8,1,38.0,8,1,23.3,8,1
2010/9/11,2010/9/20,26.4,8,1,35.6,8,1,19.7,8,1
2010/9/21,2010/9/30,22.2,8,1,33.7,8,1,15.2,8,1
2010/10/1,2010/10/10,21.3,8,1,27.7,8,1,14.5,8,1
2010/10/11,2010/10/20,20.6,8,1,28.4,8,1,13.5,8,1
2010/10/21,2010/10/31,16.7,8,1,23.8,8,1,8.5,8,1
2010/11/1,2010/11/10,13.5,8,1,20.2,8,1,6.2,8,1
2010/11/11,2010/11/20,11.6,8,1,19.6,8,1,4.2,8,1
2010/11/21,2010/11/30,11.1,8,1,19.2,8,1,3.6,8,1
2010/12/1,2010/12/10,10.5,8,1,20.0,8,1,2.1,8,1
2010/12/11,2010/12/20,7.7,8,1,17.3,8,1,0.8,8,1
2010/12/21,2010/12/31,5.6,8,1,15.6,8,1,-1.2,8,1
2011/1/1,2011/1/10,3.6,8,1,10.7,8,1,-2.2,8,1
2011/1/11,2011/1/20,2.2,8,1,8.0,8,1,-2.9,8,1
2011/1/21,2011/1/31,2.6,8,1,8.9,8,1,-3.2,8,1
2011/2/1,2011/2/10,5.7,8,1,13.4,8,1,-1.0,8,1
2011/2/11,2011/2/20,4.9,8,1,14.0,8,1,-1.2,8,1
2011/2/21,2011/2/28,9.8,8,1,17.5,8,1,2.3,8,1
2011/3/1,2011/3/10,5.7,8,1,13.9,8,1,-1.1,8,1
2011/3/11,2011/3/20,8.2,8,1,19.3,8,1,-0.7,8,1
2011/3/21,2011/3/31,8.5,5,1,17.2,5,1,0.2,8,1
2011/4/1,2011/4/10,12.6,8,1,21.4,8,1,2.5,8,1
2011/4/11,2011/4/20,13.3,8,1,24.1,8,1,5.2,8,1
2011/4/21,2011/4/30,14.0,8,1,23.7,8,1,6.0,8,1
2011/5/1,2011/5/10,18.4,8,1,28.4,8,1,10.8,8,1
2011/5/11,2011/5/20,19.3,8,1,28.4,8,1,11.9,8,1
2011/5/21,2011/5/31,19.2,8,1,31.0,8,1,12.4,8,1
2011/6/1,2011/6/10,20.9,8,1,29.3,8,1,14.9,8,1
2011/6/11,2011/6/20,21.9,8,1,29.0,8,1,17.2,8,1
2011/6/21,2011/6/30,28.7,8,1,35.8,8,1,21.4,8,1
2011/7/1,2011/7/10,27.8,8,1,35.4,8,1,22.0,8,1
2011/7/11,2011/7/20,28.3,8,1,35.6,8,1,23.3,8,1
2011/7/21,2011/7/31,26.4,8,1,33.1,8,1,20.5,8,1
2011/8/1,2011/8/10,28.7,8,1,36.0,8,1,22.4,8,1
2011/8/11,2011/8/20,29.3,8,1,36.7,8,1,21.0,8,1
2011/8/21,2011/8/31,27.2,8,1,33.9,8,1,21.7,8,1
2011/9/1,2011/9/10,26.4,8,1,32.8,8,1,16.6,8,1
2011/9/11,2011/9/20,27.3,8,1,33.2,8,1,22.7,8,1
2011/9/21,2011/9/30,21.6,8,1,27.9,8,1,13.5,8,1
2011/10/1,2011/10/10,18.9,8,1,26.2,8,1,12.4,8,1
2011/10/11,2011/10/20,19.5,8,1,26.1,8,1,13.4,8,1
2011/10/21,2011/10/31,18.1,8,1,26.3,8,1,9.7,8,1
2011/11/1,2011/11/10,17.2,8,1,25.0,8,1,10.1,8,1
2011/11/11,2011/11/20,14.4,8,1,22.2,8,1,8.3,8,1
2011/11/21,2011/11/30,10.0,8,1,21.0,8,1,2.8,8,1
2011/12/1,2011/12/10,9.6,8,1,15.4,8,1,0.3,8,1
2011/12/11,2011/12/20,6.9,8,1,14.8,8,1,0.7,8,1
2011/12/21,2011/12/31,3.8,8,1,11.0,8,1,-1.7,8,1
2012/1/1,2012/1/10,4.1,8,1,10.7,8,1,-0.7,8,1
2012/1/11,2012/1/20,4.7,8,1,10.0,8,1,-1.3,8,1
2012/1/21,2012/1/31,3.7,8,1,11.9,8,1,-1.7,8,1
2012/2/1,2012/2/10,2.5,8,1,10.5,8,1,-5.2,8,1
2012/2/11,2012/2/20,3.3,8,1,10.7,8,1,-3.6,8,1
2012/2/21,2012/2/29,6.8,8,1,14.8,8,1,-1.6,8,1
2012/3/1,2012/3/10,9.6,8,1,18.8,8,1,4.0,8,1
2012/3/11,2012/3/20,6.7,8,1,14.3,8,1,-1.0,8,1
2012/3/21,2012/3/31,8.7,8,1,19.2,8,1,1.4,8,1
2012/4/1,2012/4/10,9.7,8,1,22.5,8,1,1.1,8,1
2012/4/11,2012/4/20,15.1,8,1,23.5,8,1,7.4,8,1
2012/4/21,2012/4/30,17.9,8,1,28.5,8,1,11.1,8,1
2012/5/1,2012/5/10,19.0,8,1,26.8,8,1,10.7,8,1
2012/5/11,2012/5/20,17.9,8,1,26.3,8,1,8.5,8,1
2012/5/21,2012/5/31,20.5,8,1,28.2,8,1,14.0,8,1
2012/6/1,2012/6/10,21.9,8,1,30.7,8,1,17.0,8,1
2012/6/11,2012/6/20,22.4,8,1,31.2,8,1,17.8,8,1
2012/6/21,2012/6/30,22.5,8,1,30.6,8,1,17.8,8,1
2012/7/1,2012/7/10,24.7,8,1,31.9,8,1,20.1,8,1
2012/7/11,2012/7/20,27.7,8,1,35.6,8,1,22.8,8,1
2012/7/21,2012/7/31,28.3,8,1,36.9,8,1,20.5,8,1
2012/8/1,2012/8/10,28.8,8,1,35.4,8,1,22.6,8,1
2012/8/11,2012/8/20,27.9,8,1,35.2,8,1,23.2,8,1
2012/8/21,2012/8/31,28.6,8,1,35.4,8,1,24.7,8,1
2012/9/1,2012/9/10,27.5,8,1,35.2,8,1,23.6,8,1
2012/9/11,2012/9/20,26.4,8,1,33.6,8,1,21.8,8,1
2012/9/21,2012/9/30,23.4,8,1,30.1,8,1,17.5,8,1
2012/10/1,2012/10/10,22.5,8,1,30.5,8,1,16.7,8,1
2012/10/11,2012/10/20,18.8,8,1,27.3,8,1,11.3,8,1
2012/10/21,2012/10/31,16.1,8,1,24.8,8,1,9.5,8,1
2012/11/1,2012/11/10,13.8,8,1,21.7,8,1,7.9,8,1
2012/11/11,2012/11/20,10.6,8,1,19.2,8,1,4.0,8,1
2012/11/21,2012/11/30,9.4,8,1,15.5,8,1,1.9,8,1
2012/12/1,2012/12/10,5.5,8,1,14.0,8,1,-0.6,8,1
2012/12/11,2012/12/20,5.7,8,1,14.1,8,1,-1.1,8,1
2012/12/21,2012/12/31,4.8,8,1,13.1,8,1,-2.3,8,1
2013/1/1,2013/1/10,3.5,8,1,11.9,8,1,-3.3,8,1
2013/1/11,2013/1/20,4.0,8,1,12.2,8,1,-1.3,8,1
2013/1/21,2013/1/31,4.4,8,1,12.5,8,1,-2.7,8,1
2013/2/1,2013/2/10,5.5,8,1,12.9,8,1,-1.8,8,1
2013/2/11,2013/2/20,3.8,8,1,11.8,8,1,-2.6,8,1
2013/2/21,2013/2/28,4.4,8,1,16.4,8,1,-2.1,8,1
2013/3/1,2013/3/10,9.1,8,1,22.9,8,1,-0.8,8,1
2013/3/11,2013/3/20,11.1,8,1,21.9,8,1,0.3,8,1
2013/3/21,2013/3/31,11.1,8,1,19.8,8,1,2.2,8,1
2013/4/1,2013/4/10,13.6,8,1,24.1,8,1,5.9,8,1
2013/4/11,2013/4/20,13.8,8,1,25.8,8,1,3.6,8,1
2013/4/21,2013/4/30,14.1,8,1,25.2,8,1,4.8,8,1
2013/5/1,2013/5/10,15.9,8,1,28.7,8,1,6.8,8,1
2013/5/11,2013/5/20,20.0,8,1,31.5,8,1,12.1,8,1
2013/5/21,2013/5/31,22.1,8,1,31.0,8,1,15.7,8,1
2013/6/1,2013/6/10,22.4,8,1,30.7,8,1,17.7,8,1
2013/6/11,2013/6/20,25.4,8,1,35.7,8,1,19.4,8,1
2013/6/21,2013/6/30,23.0,8,1,30.0,8,1,18.0,8,1
2013/7/1,2013/7/10,27.5,8,1,37.3,8,1,20.2,8,1
2013/7/11,2013/7/20,28.7,8,1,37.4,8,1,23.4,8,1
2013/7/21,2013/7/31,28.0,8,1,36.9,8,1,22.6,8,1
2013/8/1,2013/8/10,29.6,8,1,37.6,8,1,23.9,8,1
2013/8/11,2013/8/20,30.3,8,1,37.3,8,1,25.1,8,1
2013/8/21,2013/8/31,28.0,8,1,38.4,8,1,20.0,8,1
2013/9/1,2013/9/10,25.4,8,1,31.9,8,1,20.5,8,1
2013/9/11,2013/9/20,25.7,8,1,33.3,8,1,16.8,8,1
2013/9/21,2013/9/30,23.8,8,1,31.5,8,1,15.3,8,1
2013/10/1,2013/10/10,24.5,8,1,32.3,8,1,17.4,8,1
2013/10/11,2013/10/20,19.2,8,1,29.9,8,1,12.3,8,1
2013/10/21,2013/10/31,17.3,8,1,25.9,8,1,9.7,8,1
2013/11/1,2013/11/10,15.2,8,1,22.3,8,1,9.3,8,1
2013/11/11,2013/11/20,10.0,8,1,17.2,8,1,3.2,8,1
2013/11/21,2013/11/30,9.2,8,1,17.0,8,1,0.7,8,1
2013/12/1,2013/12/10,8.7,8,1,15.5,8,1,1.2,8,1
2013/12/11,2013/12/20,6.1,8,1,11.7,8,1,-0.2,8,1
2013/12/21,2013/12/31,4.6,8,1,11.4,8,1,-1.8,8,1
2014/1/1,2014/1/10,4.8,8,1,12.1,8,1,-1.5,8,1
2014/1/11,2014/1/20,3.6,8,1,10.8,8,1,-2.1,8,1
2014/1/21,2014/1/31,5.2,8,1,12.8,8,1,-1.3,8,1
2014/2/1,2014/2/10,4.8,8,1,14.6,8,1,-2.8,8,1
2014/2/11,2014/2/20,4.2,8,1,11.7,8,1,-1.4,8,1
2014/2/21,2014/2/28,7.3,8,1,18.6,8,1,-0.5,8,1
2014/3/1,2014/3/10,6.3,8,1,15.6,8,1,-0.8,8,1
2014/3/11,2014/3/20,8.9,8,1,18.8,8,1,-1.6,8,1
2014/3/21,2014/3/31,12.3,8,1,22.2,8,1,2.2,8,1
2014/4/1,2014/4/10,12.8,8,1,23.6,8,1,3.4,8,1
2014/4/11,2014/4/20,15.0,8,1,26.4,8,1,5.7,8,1
2014/4/21,2014/4/30,16.0,8,1,24.5,8,1,9.1,8,1
2014/5/1,2014/5/10,17.5,8,1,27.0,8,1,7.7,8,1
2014/5/11,2014/5/20,19.5,8,1,27.3,8,1,12.7,8,1
2014/5/21,2014/5/31,21.3,8,1,33.3,8,1,14.4,8,1
2014/6/1,2014/6/10,23.6,8,1,34.9,8,1,18.5,8,1
2014/6/11,2014/6/20,23.7,8,1,31.3,8,1,17.7,8,1
2014/6/21,2014/6/30,24.7,8,1,31.7,8,1,20.4,8,1
2014/7/1,2014/7/10,24.9,8,1,34.0,8,1,19.2,8,1
2014/7/11,2014/7/20,27.7,8,1,34.9,8,1,22.5,8,1
2014/7/21,2014/7/31,29.2,8,1,38.2,8,1,22.8,8,1
2014/8/1,2014/8/10,27.5,8,1,36.9,8,1,22.6,8,1
2014/8/11,2014/8/20,27.9,8,1,36.1,8,1,22.0,8,1
2014/8/21,2014/8/31,25.9,8,1,35.0,8,1,20.3,8,1
2014/9/1,2014/9/10,24.8,8,1,33.1,8,1,19.4,8,1
2014/9/11,2014/9/20,22.7,8,1,30.4,8,1,16.9,8,1
2014/9/21,2014/9/30,22.8,8,1,30.4,8,1,15.3,8,1
2014/10/1,2014/10/10,21.7,8,1,30.0,8,1,15.0,8,1
2014/10/11,2014/10/20,18.2,8,1,26.9,8,1,10.8,8,1
2014/10/21,2014/10/31,16.9,8,1,24.4,8,1,7.2,8,1
2014/11/1,2014/11/10,15.8,8,1,24.0,8,1,8.3,8,1
2014/11/11,2014/11/20,11.1,8,1,18.9,8,1,4.6,8,1
2014/11/21,2014/11/30,12.8,8,1,20.5,8,1,4.3,8,1
2014/12/1,2014/12/10,6.6,8,1,14.7,8,1,1.1,8,1
2014/12/11,2014/12/20,4.1,8,1,10.5,8,1,-2.4,8,1
2014/12/21,2014/12/31,5.4,8,1,12.3,8,1,-1.9,8,1
2015/1/1,2015/1/10,4.0,8,1,11.9,8,1,-1.0,8,1
2015/1/11,2015/1/20,5.0,8,1,11.3,8,1,-1.5,8,1
2015/1/21,2015/1/31,5.7,8,1,13.6,8,1,-2.0,8,1
2015/2/1,2015/2/10,3.9,8,1,10.5,8,1,-1.5,8,1
2015/2/11,2015/2/20,5.3,8,1,12.6,8,1,-1.1,8,1
2015/2/21,2015/2/28,8.4,8,1,15.5,8,1,0.2,8,1
2015/3/1,2015/3/10,7.8,8,1,17.9,8,1,-0.8,8,1
2015/3/11,2015/3/20,10.1,8,1,21.9,8,1,-1.1,8,1
2015/3/21,2015/3/31,11.1,8,1,23.1,8,1,1.7,8,1
2015/4/1,2015/4/10,12.7,8,1,25.0,8,1,5.8,8,1
2015/4/11,2015/4/20,14.2,8,1,22.0,8,1,6.6,8,1
2015/4/21,2015/4/30,18.8,8,1,28.3,8,1,12.2,8,1
2015/5/1,2015/5/10,20.1,8,1,29.3,8,1,13.8,8,1
2015/5/11,2015/5/20,20.6,8,1,30.1,8,1,12.1,8,1
2015/5/21,2015/5/31,23.0,8,1,33.1,8,1,12.7,8,1
2015/6/1,2015/6/10,21.1,8,1,29.6,8,1,13.5,8,1
2015/6/11,2015/6/20,23.0,8,1,31.8,8,1,18.3,8,1
2015/6/21,2015/6/30,22.8,8,1,30.4,8,1,18.3,8,1
2015/7/1,2015/7/10,22.7,8,1,30.1,8,1,18.6,8,1
2015/7/11,2015/7/20,27.5,8,1,34.9,8,1,22.0,8,1
2015/7/21,2015/7/31,29.1,8,1,36.7,8,1,23.9,8,1
2015/8/1,2015/8/10,30.5,8,1,38.4,8,1,26.0,8,1
2015/8/11,2015/8/20,28.1,8,1,36.4,8,1,22.5,8,1
2015/8/21,2015/8/31,26.0,8,1,33.7,8,1,21.4,8,1
2015/9/1,2015/9/10,24.1,8,1,30.8,8,1,19.3,8,1
2015/9/11,2015/9/20,22.7,8,1,29.6,8,1,16.3,8,1
2015/9/21,2015/9/30,22.5,8,1,29.9,8,1,16.8,8,1
2015/10/1,2015/10/10,19.3,8,1,27.1,8,1,13.3,8,1
2015/10/11,2015/10/20,18.7,8,1,27.3,8,1,11.7,8,1
2015/10/21,2015/10/31,17.2,8,1,25.6,8,1,7.9,8,1
2015/11/1,2015/11/10,15.7,8,1,24.1,8,1,7.0,8,1
2015/11/11,2015/11/20,15.6,8,1,23.2,8,1,9.7,8,1
2015/11/21,2015/11/30,11.5,8,1,21.2,8,1,4.5,8,1
2015/12/1,2015/12/10,9.9,8,1,17.8,8,1,3.1,8,1
2015/12/11,2015/12/20,10.7,8,1,22.6,8,1,2.2,8,1
2015/12/21,2015/12/31,7.6,8,1,17.6,8,1,0.6,8,1
2016/1/1,2016/1/10,7.7,8,1,15.7,8,1,0.9,8,1
2016/1/11,2016/1/20,5.3,8,1,11.8,8,1,-1.1,8,1
2016/1/21,2016/1/31,4.4,8,1,13.2,8,1,-4.8,8,1
2016/2/1,2016/2/10,5.1,8,1,12.0,8,1,-2.1,8,1
2016/2/11,2016/2/20,7.5,8,1,23.5,8,1,-0.8,8,1
2016/2/21,2016/2/29,6.9,8,1,16.0,8,1,-0.2,8,1
2016/3/1,2016/3/10,10.4,8,1,22.2,8,1,-0.6,8,1
2016/3/11,2016/3/20,9.8,8,1,22.7,8,1,1.4,8,1
2016/3/21,2016/3/31,11.2,8,1,22.0,8,1,2.3,8,1
2016/4/1,2016/4/10,15.3,8,1,24.2,8,1,8.3,8,1
2016/4/11,2016/4/20,15.3,8,1,27.2,8,1,4.5,8,1
2016/4/21,2016/4/30,17.1,8,1,25.5,8,1,8.0,8,1
2016/5/1,2016/5/10,18.8,8,1,28.4,8,1,11.7,8,1
2016/5/11,2016/5/20,20.0,8,1,28.1,8,1,12.6,8,1
2016/5/21,2016/5/31,22.6,8,1,32.8,8,1,15.1,8,1
2016/6/1,2016/6/10,21.5,8,1,31.4,8,1,13.8,8,1
2016/6/11,2016/6/20,23.7,8,1,32.9,8,1,19.3,8,1
2016/6/21,2016/6/30,23.5,8,1,31.0,8,1,17.3,8,1
2016/7/1,2016/7/10,27.2,8,1,34.6,8,1,20.1,8,1
2016/7/11,2016/7/20,27.6,8,1,35.0,8,1,22.5,8,1
2016/7/21,2016/7/31,26.3,8,1,35.3,8,1,21.0,8,1
2016/8/1,2016/8/10,29.0,8,1,37.8,8,1,22.4,8,1
2016/8/11,2016/8/20,29.0,8,1,36.6,8,1,23.7,8,1
2016/8/21,2016/8/31,27.7,8,1,37.6,8,1,20.5,8,1
2016/9/1,2016/9/10,27.1,8,1,34.1,8,1,20.3,8,1
2016/9/11,2016/9/20,25.1,8,1,31.7,8,1,20.5,8,1
2016/9/21,2016/9/30,23.6,8,1,31.0,8,1,17.9,8,1
2016/10/1,2016/10/10,22.7,8,1,29.3,8,1,14.1,8,1
2016/10/11,2016/10/20,19.6,8,1,28.8,8,1,12.2,8,1
2016/10/21,2016/10/31,17.0,8,1,26.2,8,1,9.7,8,1
2016/11/1,2016/11/10,12.9,8,1,20.3,8,1,6.3,8,1
2016/11/11,2016/11/20,13.8,8,1,21.4,8,1,6.5,8,1
2016/11/21,2016/11/30,11.0,8,1,21.8,8,1,4.3,8,1
2016/12/1,2016/12/10,9.9,8,1,17.9,8,1,2.6,8,1
